_id,target
66810d8e6bf2b41c880a7bc6c8a1e295,0.03240216401238025
ccac3879652b08cb8b44c1920fd93afa,0.0013881709685617451
fcccab4d7a76f70647f015f2c84c2af8,0.0016911246391081473
ed8399278c30678dab739045fa12b440,0.001702951456024201
1d4d62ac5cabcb48bac7112813f290cb,0.0009234022873630917
aba2dec4c5cab88824f36babd24b986f,0.0813597426128972
06f318f1dd178e738f675bb88a5adb84,0.0010383802275533726
d5036f5956e42ee6207296238fc4bc1d,0.001342086395988969
fe0cc8933698ad4046ff2b82f65756eb,0.0013359001176381747
70190122f4ebf196535e11b33eb95b81,0.0018984654177002008
8c2e044ac444afd4d0dea67eba0079c4,0.006724178702909224
0d7db1117ed3606d7bbbb65d584b5c2f,0.6297891622811903
aa3d1e4ba96323b5449a23cb54badc50,0.1607746050097239
d312d9b1ffdab785a806490ca0450f7b,0.0074694226557970615
56da3f911d7cc5e8f47f2703b74bdc45,0.0017072470257520037
19afb1a10078e901994a1e1e2c058652,0.0013599660861861502
9ac0fc025e2f551a7d5214a606a77434,0.001153285612966584
4bc819b6f4ebbedca0fe354ba5dc7ba3,0.0023353333725620287
1c02af75529cdaee5f8822a5251f5c63,0.0013821699863440103
9d0424c7a80ebde8cc8b5520721592f2,0.12534749903769507
cf005d4bc86312d5f1032e08ef342e05,0.6674659229893788
6abe7bc6263ac81d7f6764c6b0489703,0.0016603957731981126
b56ee107fc7abbabfa317f9209cbc5fd,0.002034253341616119
2fd2f7790cd8d0c638d55f41b1f323a2,0.0021489589276297984
bd3b2a1af1abd0d48af835aa69848232,0.0015853761816946885
d50372645903431bd7ceb57bbf1cea06,0.0017192955491798071
8a11f5487e2e8a6e91d0ab1b6003b55e,0.0018593506456295742
ab96e787fdf0827bbebcf95b1243d041,0.00180624437725219
233d244d79e364f517c846cb3ab1932a,0.0012697150453998107
45971d4e3a47775bb5a7260bb5ea3c36,0.0015238288096984843
5ccb10967f79fb08ace2d99ac6e0f3f1,0.004596058554691586
79dada7dfeb73ecb13b585716a422ccf,0.957080037557274
3566dc034b1552ff7a1026ea1ab6baab,0.9958291176610294
895bf949198fb300efb4361ccd8231e6,0.36075420031462496
9e9bd8ab48ba5d9b7c53d6dd37d840ef,0.37995624255676935
5595e4faeb748e040ae99b98bcd60af9,0.0016678266137945905
9c366222ca168600b6db86cfdda4cc90,0.0012265780570597947
a79760db64a402bcc8e817800fe36ec1,0.0016873582226577272
e3ad251da8e9d9405cce8312577cf855,0.0015324179919629422
7c4da7b8abe1e7c113a59ed81d30d9fd,0.0019806561263506096
c78385401b8d4aafc615e0f5dae1b165,0.0023189763770552763
0f7837f2007516c4d60b341d4a4385a2,0.0018167145839065638
be7d4bfb2a7dce1d959ca800974beec7,0.9880228588559669
2199d3381c925a326f5e84d81a3821a6,0.0011402535692627029
fd6b3135204cd9f921f8d4fef7ed926f,0.7249156871513239
4c1f53490ba4a74f8d5f19da61a72541,0.007636135291694945
39a70c21ccaf86001a9f63236b92fda0,0.0011743068903558277
f291ca841a04889d5eeef0a82f6e9af5,0.001533234374798523
109c7cdf766b45626ee333fc419d0e29,0.005734003802567901
f2a7e010cf96014e5fbcea5030aacb2d,0.0014672956099860916
8748231d6e955fdb991846ea7266b1f6,0.7172337997670755
74160f70d55985465a6e3142fac2a6f4,0.3136551635010806
f2f1d5a683617b2bdb6cb0b1eae67135,0.0013808222888223572
319787f387c4fff24fba48f5145c70f6,0.0172045483050882
71e78ba4882ea90647b0d480165fa93d,0.04936799198569054
7cb55aabcd9cc97853b316b5a78c1157,0.001978042294084382
125cfd843805b5195f9d6bab20f6c60d,0.0023183945486532328
7b79565657a886ce1111ff4f0d55356f,0.001368029826539432
8d41c15f9018f790b4f9f4401245010a,0.9981068227206614
8901071b74abf8bc7e6821d9aad6c189,0.005785289304668602
8941ef21c66e1787f2fdb20031c9a875,0.5811831975946389
e687e33d43d2b14b42160cfdcf050c1d,0.0018060444769249693
927e2fe3ab21798d06610cea9ac47a3f,0.0017589742262886807
8f0e4509d1fc44c2d0f246f8042f0e82,0.0012926158015876422
aeca5711e8f5d1f000ecb7571553d277,0.9835117851572887
e8a06b22835be750ff991aacb1d4a705,0.0018526453973430716
b7ba90462da8c4ee93d45780a7c07f38,0.049612889072852204
